genre_primary,budget_band,decade,language_group,vote_average,franchise,actor_success_rate_train,director_success_rate_train,actor_appearances_log1p,director_appearances_log1p,year,success_label
Unknown,Low,2020s,English,4.339,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,7.512,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,6.4,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,6.1,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Mid,2020s,English,5.867,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,5.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,7.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,6.4,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,9.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,10.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,8.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2024,0
Unknown,Low,2020s,Non-English,6.753,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2023,0
Unknown,Low,2020s,English,5.416,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2023,1
